Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.8571428571428571,0.8761904761904762,0.6857142857142857,0.7523809523809524,0.8095238095238095,0.6666666666666666,0.5333333333333333
0.7281553398058253,0.7572815533980582,0.7669902912621359,0.7864077669902912,0.7475728155339806,0.7184466019417476,0.5339805825242718
0.8095238095238095,0.8285714285714286,0.6476190476190476,0.7238095238095238,0.819047619047619,0.7142857142857143,0.5333333333333333
0.7572815533980582,0.8543689320388349,0.6990291262135923,0.7281553398058253,0.7961165048543689,0.6699029126213593,0.5339805825242718
0.8095238095238095,0.8476190476190476,0.7333333333333333,0.7904761904761904,0.8095238095238095,0.7142857142857143,0.26666666666666666
0.7572815533980582,0.8252427184466019,0.7669902912621359,0.7378640776699029,0.7864077669902912,0.6893203883495146,0.5339805825242718
0.7904761904761904,0.8,0.6857142857142857,0.6952380952380952,0.7523809523809524,0.6952380952380952,0.3333333333333333
0.7961165048543689,0.8058252427184466,0.6990291262135923,0.7281553398058253,0.7378640776699029,0.6796116504854369,0.30097087378640774
0.8095238095238095,0.8571428571428571,0.7333333333333333,0.819047619047619,0.7714285714285715,0.7047619047619048,0.7428571428571429
0.7572815533980582,0.8252427184466019,0.7378640776699029,0.7378640776699029,0.7087378640776699,0.7087378640776699,0.4077669902912621
