Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.6538461538461539,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6923076923076923
0.6538461538461539,0.6538461538461539,0.7307692307692307,0.8076923076923077,0.6538461538461539,0.8076923076923077,0.7307692307692307
0.6153846153846154,0.6538461538461539,0.7307692307692307,0.8076923076923077,0.6538461538461539,0.7307692307692307,0.8076923076923077
0.6923076923076923,0.6538461538461539,0.7307692307692307,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.7692307692307693
0.8076923076923077,0.6538461538461539,0.7692307692307693,0.8076923076923077,0.6538461538461539,0.8076923076923077,0.8076923076923077
0.6538461538461539,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.7307692307692307
0.8076923076923077,0.6538461538461539,0.7692307692307693,0.7307692307692307,0.6538461538461539,0.8076923076923077,0.8076923076923077
0.7692307692307693,0.6538461538461539,0.6923076923076923,0.7307692307692307,0.6538461538461539,0.8461538461538461,0.8461538461538461
0.7692307692307693,0.6538461538461539,0.6923076923076923,0.6923076923076923,0.6538461538461539,0.6153846153846154,0.6153846153846154
0.6538461538461539,0.6538461538461539,0.7692307692307693,0.7692307692307693,0.6538461538461539,0.7692307692307693,0.7692307692307693
0.7307692307692307,0.6538461538461539,0.8461538461538461,0.7692307692307693,0.6538461538461539,0.8461538461538461,0.7307692307692307
0.8076923076923077,0.6538461538461539,0.7307692307692307,0.8076923076923077,0.6538461538461539,0.7692307692307693,0.7692307692307693
0.6923076923076923,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.6538461538461539,0.8076923076923077,0.8461538461538461
0.6538461538461539,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.6538461538461539,0.6923076923076923,0.7692307692307693
0.8076923076923077,0.6538461538461539,0.8461538461538461,0.8076923076923077,0.6538461538461539,0.8461538461538461,0.8846153846153846
0.46153846153846156,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.6153846153846154
0.6153846153846154,0.6538461538461539,0.6538461538461539,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.6923076923076923
0.6153846153846154,0.6538461538461539,0.6923076923076923,0.6923076923076923,0.6538461538461539,0.6923076923076923,0.8461538461538461
0.7307692307692307,0.6538461538461539,0.9615384615384616,0.8461538461538461,0.6538461538461539,0.8076923076923077,0.8846153846153846
0.7307692307692307,0.6538461538461539,0.7307692307692307,0.8076923076923077,0.6538461538461539,0.7692307692307693,0.7692307692307693
0.72,0.64,0.92,0.84,0.64,0.8,0.8
0.64,0.64,0.76,0.72,0.64,0.76,0.76
0.8,0.64,0.8,0.72,0.64,0.84,0.8
0.64,0.64,0.84,0.76,0.64,0.72,0.8
0.6,0.64,0.76,0.76,0.64,0.72,0.72
0.52,0.64,0.72,0.72,0.64,0.8,0.72
0.72,0.64,0.84,0.72,0.64,0.76,0.84
0.64,0.64,0.64,0.72,0.64,0.68,0.72
0.5833333333333334,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.75,0.7083333333333334
0.5,0.6666666666666666,0.875,0.8333333333333334,0.6666666666666666,0.875,0.875
