Naive Bayes,Nearest Neighbors
0.8,0.8
0.8,0.8
0.8,0.6
0.5,0.6
0.8888888888888888,0.5555555555555556
0.625,1.0
0.875,0.75
0.625,0.75
0.625,0.625
0.375,0.5
0.75,0.5
0.8571428571428571,0.8571428571428571
0.42857142857142855,0.42857142857142855
0.8571428571428571,0.8571428571428571
0.42857142857142855,0.5714285714285714
0.7142857142857143,0.5714285714285714
0.7142857142857143,0.5714285714285714
0.5714285714285714,0.8571428571428571
0.14285714285714285,0.42857142857142855
0.8571428571428571,0.8571428571428571
