Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9411764705882353,0.35294117647058826,0.9803921568627451,0.8823529411764706,0.9803921568627451,0.9019607843137255,0.9411764705882353
0.96,0.34,0.94,0.88,0.96,0.88,0.96
0.96,0.3,0.96,0.88,0.96,0.88,0.92
0.92,0.3,0.94,0.88,0.94,0.9,0.94
0.94,0.38,0.96,0.88,0.96,0.88,0.94
0.86,0.28,0.86,0.88,0.9,0.88,0.88
0.96,0.46,0.94,0.88,0.92,0.88,0.92
0.96,0.42,0.98,0.88,0.96,0.88,0.96
0.9,0.34,0.92,0.88,0.94,0.92,0.92
0.96,0.34,0.96,0.88,0.98,0.94,0.96
0.96,0.44,0.94,0.88,0.94,0.94,0.94
0.94,0.38,0.94,0.88,0.94,0.9,0.92
0.94,0.4,0.94,0.88,0.96,0.88,0.96
0.9591836734693877,0.30612244897959184,1.0,0.8979591836734694,0.9795918367346939,0.9387755102040817,0.9795918367346939
0.9387755102040817,0.2857142857142857,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9387755102040817
0.9387755102040817,0.2857142857142857,0.9795918367346939,0.8979591836734694,0.9795918367346939,0.9387755102040817,0.9795918367346939
0.9183673469387755,0.30612244897959184,0.9183673469387755,0.8979591836734694,0.9183673469387755,0.9183673469387755,0.9183673469387755
0.9795918367346939,0.46938775510204084,0.9795918367346939,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9795918367346939
0.9183673469387755,0.30612244897959184,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9183673469387755
0.9183673469387755,0.3673469387755102,0.9183673469387755,0.8979591836734694,0.9183673469387755,0.8979591836734694,0.9387755102040817
0.9387755102040817,0.3469387755102041,0.9387755102040817,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9387755102040817
1.0,0.30612244897959184,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9795918367346939
0.8979591836734694,0.2653061224489796,0.8979591836734694,0.8979591836734694,0.8979591836734694,0.9183673469387755,0.8571428571428571
0.9387755102040817,0.2857142857142857,0.9387755102040817,0.8979591836734694,0.9387755102040817,0.8979591836734694,0.9183673469387755
1.0,0.3469387755102041,0.9795918367346939,0.8979591836734694,1.0,0.8979591836734694,1.0
0.9795918367346939,0.32653061224489793,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9795918367346939
0.9387755102040817,0.20408163265306123,0.9591836734693877,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9387755102040817
0.9795918367346939,0.22448979591836735,0.9795918367346939,0.8979591836734694,0.9795918367346939,0.9795918367346939,0.9795918367346939
0.9183673469387755,0.08163265306122448,0.9183673469387755,0.8979591836734694,0.9387755102040817,0.9183673469387755,0.8979591836734694
0.9591836734693877,0.30612244897959184,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9591836734693877
