Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.7037037037037037,0.5555555555555556,0.8,0.7777777777777778,0.5555555555555556,0.8518518518518519,0.7777777777777778
0.6814814814814815,0.5555555555555556,0.7481481481481481,0.7925925925925926,0.5851851851851851,0.8296296296296296,0.8592592592592593
0.6222222222222222,0.5555555555555556,0.7925925925925926,0.8296296296296296,0.7111111111111111,0.8888888888888888,0.8074074074074075
0.6148148148148148,0.5555555555555556,0.7111111111111111,0.7925925925925926,0.674074074074074,0.8074074074074075,0.8222222222222222
0.6296296296296297,0.5555555555555556,0.7333333333333333,0.7851851851851852,0.562962962962963,0.8148148148148148,0.8222222222222222
0.674074074074074,0.5555555555555556,0.6962962962962963,0.8074074074074075,0.5555555555555556,0.7185185185185186,0.8074074074074075
0.5777777777777777,0.5555555555555556,0.7407407407407407,0.7703703703703704,0.5555555555555556,0.8518518518518519,0.8074074074074075
0.6444444444444445,0.5555555555555556,0.7407407407407407,0.7925925925925926,0.5555555555555556,0.8444444444444444,0.8296296296296296
0.5925925925925926,0.5555555555555556,0.7851851851851852,0.8148148148148148,0.6,0.8444444444444444,0.7925925925925926
0.6962962962962963,0.5555555555555556,0.7925925925925926,0.8074074074074075,0.5555555555555556,0.8074074074074075,0.8592592592592593
