Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.875,0.75,0.375,0.625,0.875,0.5
0.8571428571428571,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.8571428571428571
0.5714285714285714,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8571428571428571
0.7142857142857143,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7142857142857143
0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5
0.6,0.4,0.4,0.8,0.8,0.8
0.8,0.8,0.4,0.6,0.8,0.4
0.6,0.6,0.4,1.0,0.8,0.6
0.6,0.6,0.4,0.8,0.8,0.8
0.6,0.6,0.4,0.4,0.4,0.2
0.8,0.6,0.4,0.8,0.6,0.8
0.8,0.8,0.4,0.6,0.8,0.6
0.8,0.8,0.4,1.0,1.0,1.0
0.6,0.6,0.4,1.0,0.8,0.8
1.0,1.0,0.4,0.8,1.0,1.0
1.0,0.4,0.4,0.4,0.6,0.4
0.8,1.0,0.4,1.0,1.0,0.8
1.0,1.0,0.4,1.0,1.0,0.8
0.8,0.8,0.4,0.6,1.0,0.6
0.6,0.6,0.4,0.8,0.6,0.6
0.6,0.4,0.4,0.8,0.4,0.6
0.8,1.0,0.4,0.8,1.0,0.8
0.8,0.8,0.4,1.0,1.0,0.8
0.8,0.8,0.4,0.8,0.8,1.0
0.6,0.6,0.4,0.8,0.6,0.4
1.0,0.8,0.4,0.2,0.4,0.2
1.0,1.0,0.4,0.8,1.0,0.6
0.4,0.8,0.4,0.6,0.8,0.8
0.4,0.4,0.4,0.8,0.8,0.4
0.6,0.4,0.4,0.4,0.6,0.4
