Naive Bayes,Nearest Neighbors
1.0,0.42857142857142855
1.0,0.42857142857142855
0.8571428571428571,0.5714285714285714
1.0,0.8571428571428571
1.0,0.5714285714285714
1.0,0.7142857142857143
1.0,0.8571428571428571
0.8571428571428571,0.8571428571428571
1.0,0.5714285714285714
1.0,0.8571428571428571
1.0,0.8571428571428571
1.0,0.6666666666666666
1.0,1.0
1.0,0.5
1.0,0.8333333333333334
1.0,0.6666666666666666
1.0,1.0
1.0,0.6666666666666666
1.0,0.6
0.8,0.6
0.8,1.0
1.0,0.8
0.8,0.8
1.0,0.6
1.0,0.6
1.0,1.0
1.0,1.0
1.0,0.8
1.0,0.8
1.0,0.25
