Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.8093525179856115,0.6402877697841727,0.6474820143884892,0.9568345323741008,0.8920863309352518,0.8776978417266187
0.7517985611510791,0.6906474820143885,0.8273381294964028,0.9820143884892086,0.89568345323741,0.9064748201438849
0.7913669064748201,0.6618705035971223,0.7985611510791367,0.9136690647482014,0.9064748201438849,0.8489208633093526
0.8237410071942446,0.6618705035971223,1.0,0.9172661870503597,0.8309352517985612,0.8776978417266187
0.8093525179856115,0.6798561151079137,0.8273381294964028,0.9820143884892086,0.8992805755395683,0.9136690647482014
0.8273381294964028,0.6546762589928058,0.6654676258992805,0.9496402877697842,0.8201438848920863,0.8776978417266187
0.7985611510791367,0.7158273381294964,0.8669064748201439,0.9856115107913669,0.8597122302158273,0.9424460431654677
0.7949640287769785,0.6294964028776978,0.6294964028776978,0.9172661870503597,0.8201438848920863,0.8848920863309353
0.7769784172661871,0.6546762589928058,0.6546762589928058,0.9712230215827338,0.8525179856115108,0.9244604316546763
0.7805755395683454,0.6834532374100719,0.762589928057554,0.960431654676259,0.9460431654676259,0.9064748201438849
