Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9285714285714286,0.96,0.9314285714285714,0.8514285714285714,0.9485714285714286,0.96
0.9484240687679083,0.9484240687679083,0.6561604584527221,0.839541547277937,0.9512893982808023,0.9627507163323782
0.92,0.9485714285714286,0.6571428571428571,0.8171428571428572,0.9542857142857143,0.9571428571428572
0.9484240687679083,0.9570200573065902,0.9684813753581661,0.8481375358166189,0.9684813753581661,0.9684813753581661
0.9457142857142857,0.9571428571428572,0.6571428571428571,0.8542857142857143,0.96,0.9571428571428572
0.9255014326647565,0.9570200573065902,0.6561604584527221,0.830945558739255,0.9627507163323782,0.9627507163323782
0.9342857142857143,0.9542857142857143,0.6571428571428571,0.8342857142857143,0.9571428571428572,0.9628571428571429
0.9455587392550143,0.9512893982808023,0.6561604584527221,0.8452722063037249,0.9426934097421203,0.9512893982808023
0.9428571428571428,0.9457142857142857,0.94,0.8428571428571429,0.9628571428571429,0.9428571428571428
0.9484240687679083,0.9627507163323782,0.6561604584527221,0.8080229226361032,0.9713467048710601,0.9713467048710601
