Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.8210862619808307,0.8434504792332268,0.7827476038338658,0.8370607028753994,0.46006389776357826,0.9073482428115016,0.8849840255591054
0.8173076923076923,0.8974358974358975,0.782051282051282,0.8461538461538461,0.46153846153846156,0.8974358974358975,0.8653846153846154
0.8083067092651757,0.8594249201277955,0.7571884984025559,0.8370607028753994,0.46006389776357826,0.8817891373801917,0.8690095846645367
0.8141025641025641,0.8557692307692307,0.7916666666666666,0.8493589743589743,0.46153846153846156,0.8910256410256411,0.9166666666666666
0.8178913738019169,0.865814696485623,0.8019169329073482,0.8370607028753994,0.46006389776357826,0.8690095846645367,0.8753993610223643
0.8301282051282052,0.875,0.7948717948717948,0.8333333333333334,0.46153846153846156,0.8846153846153846,0.9006410256410257
0.8178913738019169,0.8817891373801917,0.7699680511182109,0.8466453674121406,0.46006389776357826,0.8817891373801917,0.9105431309904153
0.8044871794871795,0.8814102564102564,0.7628205128205128,0.8525641025641025,0.46153846153846156,0.8974358974358975,0.8782051282051282
0.8274760383386581,0.8785942492012779,0.7763578274760383,0.8402555910543131,0.46006389776357826,0.8785942492012779,0.8977635782747604
0.8333333333333334,0.8653846153846154,0.8141025641025641,0.8461538461538461,0.46153846153846156,0.8942307692307693,0.8846153846153846
