Naive Bayes,Nearest Neighbors
0.9310344827586207,0.9655172413793104
0.8275862068965517,1.0
0.8620689655172413,1.0
0.9310344827586207,1.0
0.896551724137931,1.0
0.9310344827586207,0.9655172413793104
1.0,1.0
0.9285714285714286,0.9285714285714286
0.9259259259259259,1.0
0.9259259259259259,0.9629629629629629
0.9259259259259259,0.9629629629629629
0.8888888888888888,0.9629629629629629
0.9259259259259259,0.9629629629629629
0.9259259259259259,0.9629629629629629
0.8888888888888888,0.9259259259259259
0.9259259259259259,1.0
0.8148148148148148,0.9629629629629629
0.9629629629629629,1.0
1.0,0.9259259259259259
0.9259259259259259,0.9629629629629629
