Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.9514285714285714,0.8257142857142857,0.94,0.9628571428571429,0.6571428571428571,0.9542857142857143,0.9542857142857143
0.9541547277936963,0.8452722063037249,0.9340974212034384,0.9627507163323782,0.6561604584527221,0.9627507163323782,0.9684813753581661
0.9485714285714286,0.8657142857142858,0.9314285714285714,0.9628571428571429,0.6571428571428571,0.9571428571428572,0.9542857142857143
0.9512893982808023,0.8252148997134671,0.9369627507163324,0.9570200573065902,0.6561604584527221,0.9455587392550143,0.9484240687679083
0.94,0.82,0.9057142857142857,0.9428571428571428,0.6571428571428571,0.9371428571428572,0.9485714285714286
0.9656160458452722,0.839541547277937,0.9398280802292264,0.9656160458452722,0.6561604584527221,0.9770773638968482,0.9656160458452722
0.9428571428571428,0.8314285714285714,0.9371428571428572,0.9485714285714286,0.6571428571428571,0.9428571428571428,0.9428571428571428
0.9598853868194842,0.8452722063037249,0.9398280802292264,0.9684813753581661,0.6561604584527221,0.9656160458452722,0.9684813753581661
0.9571428571428572,0.8371428571428572,0.9342857142857143,0.96,0.9314285714285714,0.9542857142857143,0.9514285714285714
0.9541547277936963,0.8510028653295129,0.9398280802292264,0.9570200573065902,0.6561604584527221,0.9598853868194842,0.9627507163323782
