Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7678571428571429,0.5535714285714286,0.5714285714285714,1.0,0.8214285714285714,0.9285714285714286
0.7857142857142857,0.6607142857142857,0.9821428571428571,1.0,0.7857142857142857,0.8214285714285714
0.8928571428571429,0.7142857142857143,0.7142857142857143,1.0,0.9107142857142857,0.8214285714285714
1.0,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,0.875
0.8571428571428571,0.6428571428571429,0.6428571428571429,1.0,0.9107142857142857,0.9642857142857143
0.8571428571428571,0.75,0.75,1.0,0.8214285714285714,0.9464285714285714
0.8214285714285714,0.6607142857142857,0.6607142857142857,1.0,0.8392857142857143,0.875
0.7857142857142857,0.5,0.5,1.0,0.75,0.9285714285714286
0.8148148148148148,0.6666666666666666,0.6666666666666666,1.0,0.9074074074074074,0.8888888888888888
0.7407407407407407,0.7777777777777778,0.7777777777777778,1.0,0.9259259259259259,0.9629629629629629
