Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.6112956810631229,0.7674418604651163,0.6910299003322259,0.6644518272425249,0.6511627906976745,0.6578073089700996,0.6578073089700996
0.63,0.7766666666666666,0.6666666666666666,0.7066666666666667,0.6566666666666666,0.6033333333333334,0.6566666666666666
0.6079734219269103,0.7641196013289037,0.5714285714285714,0.707641196013289,0.6079734219269103,0.6578073089700996,0.6578073089700996
0.5966666666666667,0.77,0.76,0.69,0.66,0.6266666666666667,0.6566666666666666
0.6212624584717608,0.7408637873754153,0.6478405315614618,0.717607973421927,0.6578073089700996,0.5880398671096345,0.6578073089700996
0.65,0.7533333333333333,0.6633333333333333,0.6566666666666666,0.6666666666666666,0.6566666666666666,0.6566666666666666
0.6611295681063123,0.7840531561461794,0.5913621262458472,0.7209302325581395,0.7043189368770764,0.6445182724252492,0.6578073089700996
0.5833333333333334,0.7366666666666667,0.6633333333333333,0.6633333333333333,0.7633333333333333,0.6433333333333333,0.6566666666666666
0.6245847176079734,0.7441860465116279,0.5880398671096345,0.7043189368770764,0.6511627906976745,0.6578073089700996,0.6578073089700996
0.61,0.7266666666666667,0.6166666666666667,0.7,0.5666666666666667,0.57,0.6566666666666666
