Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.654,0.7,0.696,0.722,0.74,0.742,0.728
0.698,0.7,0.72,0.7,0.758,0.692,0.766
0.682,0.7,0.718,0.71,0.774,0.746,0.762
0.686,0.7,0.686,0.702,0.724,0.732,0.756
0.69,0.7,0.716,0.712,0.734,0.432,0.73
0.676,0.7,0.708,0.716,0.77,0.732,0.758
0.674,0.7,0.71,0.698,0.73,0.686,0.736
0.692,0.7,0.724,0.704,0.794,0.754,0.766
0.66,0.698,0.702,0.694,0.756,0.688,0.762
0.696,0.7,0.698,0.704,0.73,0.714,0.734
