Naive Bayes,Nearest Neighbors
0.6666666666666666,0.7142857142857143
0.5714285714285714,0.7619047619047619
0.6666666666666666,0.6666666666666666
0.6666666666666666,0.7619047619047619
0.6666666666666666,0.5714285714285714
0.65,0.5
0.65,0.55
0.65,0.5
0.65,0.65
0.65,0.65
0.65,0.7
0.65,0.65
0.65,0.6
0.65,0.7
0.65,0.65
0.6,0.85
0.65,0.7
0.65,0.8
0.65,0.6
0.65,0.9
0.65,0.65
0.65,0.7
0.65,0.55
0.65,0.6
0.65,0.6
0.65,0.65
0.6842105263157895,0.47368421052631576
0.6842105263157895,0.631578947368421
0.6842105263157895,0.5263157894736842
0.631578947368421,0.6842105263157895
