Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.66,0.7,0.6,0.7,0.72,0.74,0.68
0.68,0.7,0.7,0.7,0.72,0.62,0.74
0.68,0.7,0.7,0.7,0.74,0.74,0.76
0.84,0.7,0.74,0.72,0.8,0.66,0.8
0.66,0.7,0.72,0.7,0.62,0.7,0.66
0.62,0.7,0.7,0.74,0.7,0.7,0.68
0.72,0.7,0.68,0.7,0.8,0.72,0.78
0.6,0.68,0.76,0.72,0.78,0.8,0.74
0.68,0.7,0.7,0.7,0.72,0.68,0.72
0.68,0.7,0.74,0.7,0.78,0.72,0.78
0.7,0.7,0.76,0.7,0.86,0.76,0.74
0.6,0.7,0.76,0.72,0.76,0.76,0.78
0.72,0.7,0.82,0.72,0.8,0.88,0.82
0.72,0.7,0.72,0.72,0.72,0.72,0.76
0.7,0.7,0.74,0.72,0.78,0.84,0.78
0.7,0.7,0.76,0.7,0.84,0.72,0.78
0.72,0.7,0.7,0.68,0.7,0.66,0.74
0.68,0.7,0.78,0.72,0.78,0.72,0.8
0.66,0.7,0.78,0.7,0.82,0.8,0.9
0.74,0.7,0.82,0.72,0.8,0.66,0.8
