Naive Bayes,Nearest Neighbors
0.9583333333333334,0.9583333333333334
1.0,1.0
0.9583333333333334,0.9583333333333334
1.0,1.0
1.0,0.9166666666666666
0.875,0.875
0.9166666666666666,0.9166666666666666
0.9166666666666666,0.9583333333333334
1.0,1.0
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.8695652173913043,0.8695652173913043
0.9565217391304348,1.0
0.9565217391304348,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
1.0,1.0
0.8695652173913043,0.9130434782608695
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9130434782608695,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9130434782608695,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9130434782608695,0.8695652173913043
