Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9,0.9777777777777777,0.4,0.4,0.9333333333333333,0.6444444444444445
0.8863636363636364,0.9318181818181818,0.3977272727272727,0.3977272727272727,0.9431818181818182,0.6818181818181818
0.9555555555555556,0.9666666666666667,0.4,0.4,0.9333333333333333,0.6444444444444445
0.9318181818181818,0.9659090909090909,0.3977272727272727,0.3977272727272727,0.8977272727272727,0.6818181818181818
0.8333333333333334,0.9555555555555556,0.4,0.4,0.9333333333333333,0.7
0.9090909090909091,0.9772727272727273,0.3977272727272727,0.3977272727272727,0.9659090909090909,0.7045454545454546
0.9,0.9555555555555556,0.4,0.4,0.9666666666666667,0.6888888888888889
0.9090909090909091,0.9772727272727273,0.3977272727272727,0.3977272727272727,0.9659090909090909,0.6931818181818182
0.9,0.9555555555555556,0.4,0.4,0.9333333333333333,0.7
0.9318181818181818,0.9886363636363636,0.3977272727272727,0.3977272727272727,0.9886363636363636,0.6931818181818182
