Naive Bayes,Nearest Neighbors
0.3684210526315789,0.9210526315789473
0.32,0.88
0.32,0.9333333333333333
0.28378378378378377,0.9594594594594594
0.36486486486486486,0.918918918918919
0.3918918918918919,0.9864864864864865
0.3783783783783784,0.918918918918919
0.3108108108108108,0.918918918918919
0.24324324324324326,0.9459459459459459
0.13513513513513514,0.918918918918919
0.33783783783783783,0.9459459459459459
0.33783783783783783,0.9594594594594594
0.35135135135135137,0.972972972972973
0.2972972972972973,0.9459459459459459
0.35135135135135137,0.9594594594594594
0.33783783783783783,0.9459459459459459
0.33783783783783783,0.9459459459459459
0.40540540540540543,0.9594594594594594
0.33783783783783783,0.9594594594594594
0.28378378378378377,0.9324324324324325
