Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.6013289036544851,0.654485049833887,0.6046511627906976,0.7308970099667774,0.6411960132890365,0.6312292358803987
0.5666666666666667,0.5633333333333334,0.6566666666666666,0.7533333333333333,0.6866666666666666,0.6033333333333334
0.6677740863787376,0.6013289036544851,0.6146179401993356,0.7541528239202658,0.6677740863787376,0.6312292358803987
0.6533333333333333,0.6566666666666666,0.6566666666666666,0.7566666666666667,0.69,0.64
0.6877076411960132,0.5913621262458472,0.6046511627906976,0.7674418604651163,0.6976744186046512,0.6345514950166113
0.5533333333333333,0.64,0.6566666666666666,0.7133333333333334,0.71,0.58
0.6777408637873754,0.5946843853820598,0.7541528239202658,0.7408637873754153,0.7142857142857143,0.6511627906976745
0.6433333333333333,0.65,0.6433333333333333,0.7266666666666667,0.6866666666666666,0.5733333333333334
0.7408637873754153,0.6146179401993356,0.6578073089700996,0.8172757475083057,0.7242524916943521,0.654485049833887
0.69,0.6566666666666666,0.6566666666666666,0.7966666666666666,0.6666666666666666,0.67
