Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7805755395683454,0.6834532374100719,0.6870503597122302,0.8345323741007195,0.9820143884892086,0.8597122302158273,0.8741007194244604
0.7913669064748201,0.6438848920863309,0.6438848920863309,0.6474820143884892,0.9316546762589928,0.8165467625899281,0.8633093525179856
0.802158273381295,0.6870503597122302,0.6870503597122302,0.6870503597122302,0.960431654676259,0.8453237410071942,0.8633093525179856
0.7482014388489209,0.6438848920863309,0.6438848920863309,0.8309352517985612,0.9496402877697842,0.9532374100719424,0.9064748201438849
0.7769784172661871,0.6330935251798561,0.6330935251798561,0.6294964028776978,0.9388489208633094,0.8992805755395683,0.8992805755395683
0.8093525179856115,0.6870503597122302,0.697841726618705,0.7338129496402878,0.9496402877697842,0.9064748201438849,0.9100719424460432
0.7446043165467626,0.6258992805755396,0.6223021582733813,0.8561151079136691,0.9280575539568345,0.7877697841726619,0.8848920863309353
0.8597122302158273,0.7122302158273381,0.7086330935251799,0.6942446043165468,0.9532374100719424,0.9244604316546763,0.9100719424460432
0.8309352517985612,0.697841726618705,0.697841726618705,0.8381294964028777,0.9316546762589928,0.8920863309352518,0.8381294964028777
0.8165467625899281,0.6330935251798561,0.6330935251798561,0.8273381294964028,0.9460431654676259,0.8776978417266187,0.8884892086330936
