Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
1.0,0.8928571428571429,0.6964285714285714,1.0,1.0,0.9821428571428571,0.9285714285714286
0.9642857142857143,0.9464285714285714,0.8214285714285714,0.9642857142857143,0.9642857142857143,0.9464285714285714,0.9285714285714286
0.9642857142857143,0.9642857142857143,0.8392857142857143,0.9642857142857143,0.9642857142857143,0.9464285714285714,0.9285714285714286
0.9821428571428571,0.9107142857142857,0.7857142857142857,0.9821428571428571,0.9464285714285714,0.9821428571428571,0.9821428571428571
0.9821428571428571,0.8928571428571429,0.7857142857142857,0.9642857142857143,0.9821428571428571,0.9642857142857143,0.9285714285714286
1.0,0.9285714285714286,0.8392857142857143,1.0,0.9821428571428571,0.9464285714285714,1.0
1.0,0.8909090909090909,0.7636363636363637,1.0,1.0,0.9818181818181818,1.0
1.0,0.9090909090909091,0.7636363636363637,1.0,1.0,0.9636363636363636,0.9818181818181818
1.0,0.9074074074074074,0.8518518518518519,1.0,0.9814814814814815,0.9629629629629629,1.0
1.0,0.9629629629629629,0.8703703703703703,0.9629629629629629,0.9629629629629629,1.0,1.0
