Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7047619047619048,0.6952380952380952,0.5238095238095238,0.780952380952381,0.8095238095238095,0.6761904761904762,0.8095238095238095
0.6990291262135923,0.6796116504854369,0.6796116504854369,0.7864077669902912,0.8058252427184466,0.7378640776699029,0.7669902912621359
0.6190476190476191,0.8380952380952381,0.6761904761904762,0.7333333333333333,0.8761904761904762,0.7238095238095238,0.7619047619047619
0.7378640776699029,0.5631067961165048,0.46601941747572817,0.7281553398058253,0.7378640776699029,0.7766990291262136,0.7572815533980582
0.6761904761904762,0.6857142857142857,0.5333333333333333,0.8,0.7904761904761904,0.7238095238095238,0.7523809523809524
0.6893203883495146,0.6407766990291263,0.6601941747572816,0.8349514563106796,0.8446601941747572,0.6796116504854369,0.7475728155339806
0.7619047619047619,0.638095238095238,0.638095238095238,0.8380952380952381,0.9047619047619048,0.7238095238095238,0.8095238095238095
0.7087378640776699,0.7184466019417476,0.6116504854368932,0.7087378640776699,0.7766990291262136,0.5922330097087378,0.7281553398058253
0.6761904761904762,0.6190476190476191,0.638095238095238,0.7142857142857143,0.7619047619047619,0.6285714285714286,0.7142857142857143
0.7475728155339806,0.7281553398058253,0.6504854368932039,0.7864077669902912,0.8155339805825242,0.7864077669902912,0.7961165048543689
