Naive Bayes,Nearest Neighbors
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
0.9565217391304348,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
0.9565217391304348,1.0
0.9130434782608695,0.9565217391304348
1.0,1.0
0.8260869565217391,0.9130434782608695
0.9130434782608695,0.9565217391304348
0.9130434782608695,0.9130434782608695
0.9565217391304348,0.8695652173913043
0.9565217391304348,0.9565217391304348
1.0,0.9565217391304348
0.9565217391304348,1.0
0.9565217391304348,0.9565217391304348
1.0,0.9565217391304348
0.9130434782608695,0.9130434782608695
0.9565217391304348,1.0
0.9130434782608695,0.9565217391304348
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9545454545454546,1.0
1.0,0.9523809523809523
