Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7704918032786885,0.639344262295082,0.6557377049180327,0.6557377049180327,0.8032786885245902,0.7213114754098361,0.6229508196721312
0.8032786885245902,0.6557377049180327,0.6557377049180327,0.819672131147541,0.8032786885245902,0.7540983606557377,0.5737704918032787
0.8852459016393442,0.6557377049180327,0.6557377049180327,0.7049180327868853,0.8524590163934426,0.6557377049180327,0.5901639344262295
0.8360655737704918,0.639344262295082,0.6557377049180327,0.7377049180327869,0.8852459016393442,0.7049180327868853,0.5573770491803278
0.7213114754098361,0.6557377049180327,0.6557377049180327,0.6557377049180327,0.8688524590163934,0.6885245901639344,0.7377049180327869
0.7333333333333333,0.65,0.65,0.7833333333333333,0.75,0.7833333333333333,0.5666666666666667
0.7457627118644068,0.6610169491525424,0.6610169491525424,0.5423728813559322,0.9152542372881356,0.7627118644067796,0.6271186440677966
0.7966101694915254,0.6610169491525424,0.6610169491525424,0.9322033898305084,0.8305084745762712,0.711864406779661,0.6610169491525424
0.7966101694915254,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.864406779661017,0.711864406779661,0.6610169491525424
0.711864406779661,0.6440677966101694,0.6610169491525424,0.7288135593220338,0.7627118644067796,0.6610169491525424,0.6610169491525424
