Naive Bayes,Nearest Neighbors
0.6666666666666666,0.6190476190476191
0.6666666666666666,0.6190476190476191
0.6666666666666666,0.6190476190476191
0.6190476190476191,0.5714285714285714
0.6666666666666666,0.7142857142857143
0.65,0.55
0.65,0.8
0.65,0.8
0.65,0.6
0.65,0.75
0.65,0.35
0.65,0.55
0.65,0.45
0.65,0.9
0.65,0.7
0.65,0.85
0.65,0.7
0.65,0.6
0.6,0.6
0.65,0.75
0.65,0.65
0.65,0.7
0.65,0.7
0.6,0.7
0.65,0.7
0.65,0.65
0.6842105263157895,0.631578947368421
0.6842105263157895,0.631578947368421
0.6842105263157895,0.6842105263157895
0.6842105263157895,0.47368421052631576
