Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7476038338658147,0.8785942492012779,0.46006389776357826,0.8626198083067093,0.8274760383386581,0.792332268370607
0.7596153846153846,0.8942307692307693,0.46153846153846156,0.8717948717948718,0.8108974358974359,0.8141025641025641
0.7731629392971247,0.8817891373801917,0.46006389776357826,0.8722044728434505,0.8274760383386581,0.8274760383386581
0.7980769230769231,0.8974358974358975,0.46153846153846156,0.8557692307692307,0.8621794871794872,0.8012820512820513
0.805111821086262,0.9009584664536742,0.46006389776357826,0.8785942492012779,0.805111821086262,0.8178913738019169
0.7692307692307693,0.8878205128205128,0.46153846153846156,0.8685897435897436,0.8557692307692307,0.8237179487179487
0.7539936102236422,0.8881789137380192,0.46006389776357826,0.8785942492012779,0.8338658146964856,0.8083067092651757
0.7596153846153846,0.9038461538461539,0.46153846153846156,0.8814102564102564,0.8621794871794872,0.8301282051282052
0.7827476038338658,0.8913738019169329,0.46006389776357826,0.8690095846645367,0.8146964856230032,0.8242811501597445
0.7980769230769231,0.8942307692307693,0.46153846153846156,0.8589743589743589,0.8301282051282052,0.8173076923076923
