Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
1.0,0.375,1.0,1.0,0.8333333333333334,1.0,0.9166666666666666
0.9565217391304348,0.34782608695652173,0.9565217391304348,0.9565217391304348,0.8695652173913043,1.0,0.9565217391304348
0.9583333333333334,0.375,0.9583333333333334,1.0,0.9166666666666666,1.0,0.4166666666666667
1.0,0.34782608695652173,1.0,1.0,0.782608695652174,1.0,0.9565217391304348
0.875,0.375,0.9166666666666666,0.8333333333333334,0.7916666666666666,0.9583333333333334,0.9166666666666666
0.9130434782608695,0.34782608695652173,1.0,1.0,0.6956521739130435,1.0,0.9565217391304348
1.0,0.375,1.0,0.9583333333333334,0.7083333333333334,1.0,1.0
0.9130434782608695,0.34782608695652173,0.9130434782608695,0.9565217391304348,0.782608695652174,0.9565217391304348,1.0
0.9583333333333334,0.375,1.0,1.0,0.8333333333333334,1.0,0.7083333333333334
0.8695652173913043,0.34782608695652173,1.0,0.9130434782608695,0.782608695652174,0.9565217391304348,0.9565217391304348
