Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.7763578274760383,0.8977635782747604,0.8594249201277955,0.46006389776357826,0.8722044728434505,0.8562300319488818,0.8210862619808307
0.7724358974358975,0.875,0.8782051282051282,0.46153846153846156,0.8717948717948718,0.8333333333333334,0.8012820512820513
0.7859424920127795,0.9009584664536742,0.8690095846645367,0.46006389776357826,0.8785942492012779,0.8115015974440895,0.805111821086262
0.7948717948717948,0.907051282051282,0.8685897435897436,0.46153846153846156,0.8782051282051282,0.8397435897435898,0.8333333333333334
0.805111821086262,0.8849840255591054,0.9105431309904153,0.46006389776357826,0.8594249201277955,0.8626198083067093,0.7987220447284346
0.7596153846153846,0.9038461538461539,0.9230769230769231,0.46153846153846156,0.875,0.8333333333333334,0.8301282051282052
0.7987220447284346,0.8945686900958466,0.8753993610223643,0.46006389776357826,0.8817891373801917,0.8338658146964856,0.805111821086262
0.7980769230769231,0.8814102564102564,0.9166666666666666,0.46153846153846156,0.8814102564102564,0.8397435897435898,0.8365384615384616
0.7987220447284346,0.8945686900958466,0.9105431309904153,0.9105431309904153,0.8753993610223643,0.865814696485623,0.8434504792332268
0.7948717948717948,0.9006410256410257,0.9230769230769231,0.46153846153846156,0.8846153846153846,0.8525641025641025,0.8269230769230769
