Naive Bayes,Nearest Neighbors
0.6666666666666666,0.6190476190476191
0.6666666666666666,0.6190476190476191
0.6666666666666666,0.6190476190476191
0.6190476190476191,0.7619047619047619
0.6666666666666666,0.42857142857142855
0.65,0.65
0.65,0.75
0.65,0.7
0.65,0.65
0.6,0.55
0.65,0.55
0.65,0.8
0.65,0.8
0.65,0.6
0.65,0.65
0.65,0.8
0.65,0.65
0.65,0.7
0.65,0.75
0.65,0.65
0.65,0.6
0.65,0.85
0.65,0.65
0.6,0.65
0.65,0.6
0.65,0.55
0.6842105263157895,0.7894736842105263
0.6842105263157895,0.7368421052631579
0.6842105263157895,0.7368421052631579
0.631578947368421,0.7894736842105263
