Naive Bayes,Nearest Neighbors
0.9565217391304348,0.9565217391304348
1.0,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
0.8260869565217391,0.9130434782608695
0.9565217391304348,0.9565217391304348
0.9130434782608695,0.9130434782608695
1.0,1.0
1.0,1.0
1.0,1.0
0.9130434782608695,1.0
0.9565217391304348,1.0
0.9130434782608695,0.9130434782608695
0.9130434782608695,0.9565217391304348
1.0,0.9565217391304348
0.9565217391304348,1.0
0.9565217391304348,0.9565217391304348
1.0,1.0
1.0,1.0
1.0,1.0
0.9565217391304348,0.9565217391304348
0.9565217391304348,0.9565217391304348
1.0,1.0
0.9565217391304348,1.0
0.9545454545454546,0.9090909090909091
1.0,0.9090909090909091
0.9545454545454546,0.9545454545454546
1.0,1.0
0.9545454545454546,1.0
0.8571428571428571,0.9047619047619048
