Naive Bayes,Nearest Neighbors
0.6,0.6
0.8,0.6
0.4,0.8
0.5,0.7
1.0,0.7777777777777778
0.5,0.625
0.75,0.875
0.75,0.625
1.0,0.625
0.75,0.625
0.5,0.875
0.7142857142857143,0.42857142857142855
0.5714285714285714,0.2857142857142857
0.42857142857142855,0.7142857142857143
0.7142857142857143,0.7142857142857143
0.42857142857142855,0.8571428571428571
0.42857142857142855,0.5714285714285714
0.7142857142857143,0.7142857142857143
1.0,0.7142857142857143
0.5714285714285714,0.5714285714285714
