Decision Tree,Naive Bayes,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9367429340511441,0.19515477792732167,0.9542395693135935,0.9502018842530283,0.9232839838492598,0.9515477792732167
0.941970310391363,0.3225371120107962,0.8906882591093117,0.9473684210526315,0.8987854251012146,0.9365721997300944
0.9367429340511441,0.17765814266487215,0.8896366083445492,0.9488559892328399,0.9111709286675639,0.9380888290713324
0.9406207827260459,0.3252361673414305,0.8906882591093117,0.9527665317139001,0.8974358974358975,0.9379217273954116
0.9407806191117093,0.1857335127860027,0.8896366083445492,0.9528936742934051,0.8882907133243607,0.9353970390309556
0.9446693657219973,0.33468286099865047,0.9433198380566802,0.9500674763832658,0.9163292847503374,0.9379217273954116
0.9488559892328399,0.18977119784656796,0.8896366083445492,0.9488559892328399,0.9286675639300135,0.9475100942126514
0.9500674763832658,0.31983805668016196,0.8906882591093117,0.9500674763832658,0.9406207827260459,0.9487179487179487
0.9407806191117093,0.33243606998654107,0.8896366083445492,0.9502018842530283,0.9259757738896366,0.9313593539703903
0.9406207827260459,0.18353576248313092,0.8906882591093117,0.9473684210526315,0.8987854251012146,0.9406207827260459
