Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
1.0,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333
1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
1.0,0.9333333333333333,0.9333333333333333,0.3333333333333333,1.0,1.0,1.0
0.9333333333333333,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.9333333333333333,0.9333333333333333,1.0
0.9333333333333333,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
0.8666666666666667,0.8666666666666667,0.8,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667
1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
0.9333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
0.8666666666666667,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
