Decision Tree,Naive Bayes,Linear SVM,Neural Net,RBF SVM,Random Forest,Nearest Neighbors
0.9803921568627451,0.29411764705882354,0.9803921568627451,0.8823529411764706,0.9803921568627451,0.8823529411764706,0.9803921568627451
0.92,0.38,0.9,0.88,0.92,0.9,0.9
0.98,0.4,0.96,0.88,1.0,0.88,0.98
0.92,0.36,0.92,0.88,0.92,0.9,0.92
0.88,0.32,0.9,0.88,0.92,0.88,0.92
0.94,0.32,0.96,0.88,0.96,0.88,0.96
0.98,0.26,0.96,0.88,0.96,0.88,0.96
0.96,0.42,0.96,0.88,0.96,0.88,0.94
0.94,0.24,0.96,0.88,0.98,0.94,0.94
0.92,0.28,0.9,0.88,0.88,0.94,0.88
0.94,0.32,1.0,0.88,0.98,0.94,0.96
1.0,0.3,0.98,0.88,0.96,0.88,0.96
0.96,0.34,0.98,0.88,0.96,0.9,0.96
0.9183673469387755,0.32653061224489793,0.9183673469387755,0.8979591836734694,0.9387755102040817,0.8979591836734694,0.8775510204081632
0.9591836734693877,0.3469387755102041,0.9591836734693877,0.8979591836734694,0.9591836734693877,0.9183673469387755,0.9591836734693877
0.9183673469387755,0.30612244897959184,0.9387755102040817,0.8979591836734694,0.9387755102040817,0.8979591836734694,0.8979591836734694
0.8979591836734694,0.14285714285714285,0.8775510204081632,0.8979591836734694,0.8775510204081632,0.8775510204081632,0.8979591836734694
0.9591836734693877,0.32653061224489793,0.9387755102040817,0.8979591836734694,0.9591836734693877,0.8979591836734694,0.9591836734693877
0.9591836734693877,0.4489795918367347,0.9795918367346939,0.8979591836734694,0.9795918367346939,0.9591836734693877,0.9795918367346939
0.8979591836734694,0.24489795918367346,0.9183673469387755,0.8979591836734694,0.9183673469387755,0.8979591836734694,0.9183673469387755
0.9795918367346939,0.46938775510204084,1.0,0.8979591836734694,1.0,0.8979591836734694,0.9591836734693877
0.9591836734693877,0.20408163265306123,0.9591836734693877,0.8979591836734694,0.9387755102040817,0.9183673469387755,0.9387755102040817
1.0,0.3673469387755102,0.9591836734693877,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9591836734693877
0.9183673469387755,0.32653061224489793,0.9387755102040817,0.8979591836734694,0.9183673469387755,0.9183673469387755,0.9183673469387755
0.9795918367346939,0.2653061224489796,0.9795918367346939,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9795918367346939
0.9795918367346939,0.3469387755102041,0.9591836734693877,0.8979591836734694,0.9795918367346939,0.9183673469387755,0.9795918367346939
0.9183673469387755,0.3673469387755102,0.9387755102040817,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9387755102040817
0.8979591836734694,0.4489795918367347,0.8979591836734694,0.8979591836734694,0.9183673469387755,0.8979591836734694,0.9183673469387755
0.8979591836734694,0.2857142857142857,0.9591836734693877,0.8979591836734694,0.9795918367346939,0.8979591836734694,0.9183673469387755
0.9183673469387755,0.3469387755102041,0.9387755102040817,0.8979591836734694,0.9591836734693877,0.9387755102040817,0.9387755102040817
