n_db,cv_method,measure,p,r,dbs
3,k2x5,t,0.1,4,breastcan:liver:iris
3,k2x5,t,0.01,7,breastcan:wisconsin:iris
3,k10,w,0.1,9,breastcan:wisconsin:iris
3,k2x5,w,0.1,4,breastcan:liver:iris
3,k2x5,w,0.1,5,breastcan:liver:iris
3,k2x5,w,0.1,9,breastcan:wisconsin:iris
3,k30,w,0.05,1,breastcan:wisconsin:sonar
3,k2x5,w,0.05,9,breastcan:wisconsin:sonar
3,k2x5,w,0.01,5,breastcan:liver:iris
3,k2x5,w,0.01,7,breastcan:wisconsin:iris
